radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220328-DAT_0228_A1_2,560.0,538800.4,8670175.13,641.028,527.849,0.0,527.849,0.0,0.0,2.279,certain_cold
dronbreen-20220328-DAT_0228_A1_2,565.0,538805.23,8670174.74,640.524,527.032,0.0,527.032,0.0,0.0,2.285,certain_cold
dronbreen-20220328-DAT_0228_A1_2,570.0,538810.51,8670174.05,640.067,526.262,0.0,526.262,0.0,0.0,2.292,certain_cold
dronbreen-20220328-DAT_0228_A1_2,575.0,538815.74,8670173.55,639.714,525.7,0.0,525.7,0.0,0.0,2.296,certain_cold
dronbreen-20220328-DAT_0228_A1_2,580.0,538819.95,8670173.2,639.475,525.149,0.0,525.149,0.0,0.0,2.302,certain_cold
dronbreen-20220328-DAT_0228_A1_2,585.0,538824.62,8670172.8,639.214,524.68,0.0,524.68,0.0,0.0,2.306,certain_cold
dronbreen-20220328-DAT_0228_A1_2,590.0,538830.01,8670172.35,638.878,524.03,0.0,524.03,0.0,0.0,2.312,certain_cold
dronbreen-20220328-DAT_0228_A1_2,595.0,538834.83,8670171.96,638.548,523.388,0.0,523.388,0.0,0.0,2.318,certain_cold
dronbreen-20220328-DAT_0228_A1_2,600.0,538840.03,8670171.56,638.171,522.699,0.0,522.699,0.0,0.0,2.325,certain_cold
dronbreen-20220328-DAT_0228_A1_2,605.0,538844.87,8670171.11,637.784,521.895,0.0,521.895,0.0,0.0,2.333,certain_cold
dronbreen-20220328-DAT_0228_A1_2,610.0,538850.24,8670170.55,637.325,521.123,0.0,521.123,0.0,0.0,2.339,certain_cold
dronbreen-20220328-DAT_0228_A1_2,615.0,538854.95,8670170.28,636.902,520.596,0.0,520.596,0.0,0.0,2.341,certain_cold
dronbreen-20220328-DAT_0228_A1_2,620.0,538860.21,8670169.72,636.425,519.806,0.0,519.806,0.0,0.0,2.347,certain_cold
dronbreen-20220328-DAT_0228_A1_2,625.0,538864.88,8670169.39,636.016,518.98,0.0,518.98,0.0,0.0,2.356,certain_cold
dronbreen-20220328-DAT_0228_A1_2,630.0,538870.01,8670169.07,635.592,518.243,0.0,518.243,0.0,0.0,2.362,certain_cold
dronbreen-20220328-DAT_0228_A1_2,635.0,538874.64,8670168.8,635.289,517.524,0.0,517.524,0.0,0.0,2.37,certain_cold
dronbreen-20220328-DAT_0228_A1_2,640.0,538879.97,8670168.4,635.028,516.741,0.0,516.741,0.0,0.0,2.381,certain_cold
dronbreen-20220328-DAT_0228_A1_2,645.0,538885.3,8670167.93,634.805,516.31,0.0,516.31,0.0,0.0,2.385,certain_cold
dronbreen-20220328-DAT_0228_A1_2,650.0,538890.07,8670167.51,634.593,515.785,0.0,515.785,0.0,0.0,2.391,certain_cold
dronbreen-20220328-DAT_0228_A1_2,655.0,538894.69,8670167.09,634.36,515.24,0.0,515.24,0.0,0.0,2.397,certain_cold
dronbreen-20220328-DAT_0228_A1_2,660.0,538899.74,8670166.49,634.096,514.767,0.0,514.767,0.0,0.0,2.401,certain_cold
dronbreen-20220328-DAT_0228_A1_2,665.0,538904.67,8670165.86,633.847,514.101,0.0,514.101,0.0,0.0,2.412,certain_cold
dronbreen-20220328-DAT_0228_A1_2,670.0,538910.02,8670165.11,633.598,513.227,0.0,513.227,0.0,0.0,2.422,certain_cold
dronbreen-20220328-DAT_0228_A1_2,675.0,538914.73,8670164.22,633.405,512.513,0.0,512.513,0.0,0.0,2.432,certain_cold
dronbreen-20220328-DAT_0228_A1_2,680.0,538919.63,8670163.15,633.216,512.012,0.0,512.012,0.0,0.0,2.443,certain_cold
dronbreen-20220328-DAT_0228_A1_2,685.0,538924.58,8670161.89,633.047,511.322,0.0,511.322,0.0,0.0,2.451,certain_cold
dronbreen-20220328-DAT_0228_A1_2,690.0,538929.03,8670160.82,632.895,510.753,0.0,510.753,0.0,0.0,2.459,certain_cold
dronbreen-20220328-DAT_0228_A1_2,695.0,538933.92,8670159.72,632.711,510.152,0.0,510.152,0.0,0.0,2.468,certain_cold
dronbreen-20220328-DAT_0228_A1_2,700.0,538939.01,8670158.69,632.537,509.456,0.0,509.456,0.0,0.0,2.478,certain_cold
dronbreen-20220328-DAT_0228_A1_2,705.0,538943.61,8670158.1,632.41,508.705,0.0,508.705,0.0,0.0,2.488,certain_cold
dronbreen-20220328-DAT_0228_A1_2,710.0,538949.23,8670157.5,632.309,508.082,0.0,508.082,0.0,0.0,2.499,certain_cold
dronbreen-20220328-DAT_0228_A1_2,715.0,538954.12,8670156.99,632.285,507.537,0.0,507.537,0.0,0.0,2.511,certain_cold
dronbreen-20220328-DAT_0228_A1_2,720.0,538959.01,8670156.48,632.29,507.021,0.0,507.021,0.0,0.0,2.526,certain_cold
dronbreen-20220328-DAT_0228_A1_2,725.0,538963.62,8670156.34,632.316,506.213,0.0,506.213,0.0,0.0,2.54,certain_cold
dronbreen-20220328-DAT_0228_A1_2,730.0,538968.66,8670156.01,632.333,505.292,0.0,505.292,0.0,0.0,2.555,certain_cold
dronbreen-20220328-DAT_0228_A1_2,735.0,538973.9,8670155.73,632.299,504.32,0.0,504.32,0.0,0.0,2.573,certain_cold
dronbreen-20220328-DAT_0228_A1_2,740.0,538979.37,8670155.36,632.2,503.596,0.0,503.596,0.0,0.0,2.586,certain_cold
